Dato,Resultat,Modstander,Spillested,Kamptype,Køn,Hold,Tilskuere,date
08-03-1996,0 - 1,Skotland,NA,EM-kvalifikationskamp,Herrer,U17-landshold,0,1996-03-08
08-03-2005,1 - 0,Grækenland,NA,Testkamp,Herrer,U17-landshold,300,2005-03-08
08-03-2011,0 - 0,Schweiz,La Manga,International turnering,Kvinder,U19-landshold,25,2011-03-08
08-03-2011,0 - 2,Grækenland,Stadium of Edessa,Testkamp,Herrer,U19-landshold,1200,2011-03-08
08-03-2012,2 - 1,Norge,La Manga,International turnering,Kvinder,U19-landshold,72,2012-03-08
08-03-2013,0 - 0,Norge,Estadio Municipal da Bela Vista,Algarve Cup,Kvinder,A-Landshold,320,2013-03-08
08-03-2014,0 - 2,Frankrig,La Manga,Testkamp,Kvinder,U19-landshold,40,2014-03-08
08-03-2017,1 - 1,Australien,Estadio Municipal,Algarve Cup,Kvinder,A-Landshold,412,2017-03-08
08-03-2017,4 - 4,Italien,Stadio Carlo Castellani,Testkamp,Herrer,U18-landshold,391,2017-03-08
08-03-2018,3 - 1,Rusland,Ramat Gan National Stadium,EM-kvalifikationskamp,Kvinder,U17-landshold,20,2018-03-08
08-03-2019,5 - 0,Albanien,Centenary Stadium,UEFA turnering,Herrer,U16-landshold,50,2019-03-08
08-03-2020,2 - 1,England,La Manga,Testkamp,Kvinder,U19-landshold,90,2020-03-08
08-03-2023,1 - 4,Finland,Energia Areena,VM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2023-03-08
08-04-1984,1 - 2,England,Gresty Road Stadium,EM-slutrunde,Kvinder,A-Landshold,1000,1984-04-08
08-04-1985,1 - 2,Italien,NA,International turnering,Herrer,U19-landshold,0,1985-04-08
08-04-1987,0 - 0,Jugoslavien,NA,EM-kvalifikationskamp,Herrer,U17-landshold,4000,1987-04-08
08-04-1989,0 - 0,Ungarn,NA,International turnering,Herrer,U17-landshold,8000,1989-04-08
08-04-1992,1 - 2,Tyrkiet,Inönü Stadi,Testkamp,Herrer,A-Landshold,32500,1992-04-08
08-04-1993,5 - 0,Schweiz,NA,International turnering,Herrer,U16-landshold,0,1993-04-08
08-04-2003,0 - 2,Tyskland,NA,Testkamp,Kvinder,U17-landshold,0,2003-04-08
08-04-2007,2 - 3,Georgien,Estádio Trigueiros Aragao,International turnering,Herrer,U16-landshold,100,2007-04-08
08-04-2009,0 - 2,Portugal,Estadio Padroense FC,International turnering,Herrer,U19-landshold,1100,2009-04-08
08-04-2013,5 - 1,Rusland,Casa Arena,Testkamp,Kvinder,A-Landshold,2266,2013-04-08
08-04-2014,1 - 1,England,St. George´s Park,Testkamp,Kvinder,U16-landshold,115,2014-04-08
08-04-2015,3 - 3,Sverige,NA,Testkamp,Kvinder,A-Landshold,5144,2015-04-08
08-04-2017,4 - 5,Tjekkiet,Almaty Arena,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2017-04-08
08-04-2018,2 - 0,Serbien,Dr. Américo Couto Mealhada,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2018-04-08
08-04-2019,0 - 4,Frankrig,Stade de la Meinau,Testkamp,Kvinder,A-Landshold,20000,2019-04-08
08-04-2021,1 - 0,Irland,Tallaght Stadium,Testkamp,Kvinder,A-Landshold,0,2021-04-08
08-04-2021,2 - 8,Ukraine,NA,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2021-04-08
08-04-2022,2 - 0,Malta,Centenary Stadium,VM-kvalifikationskamp,Kvinder,A-Landshold,393,2022-04-08
08-04-2023,5 - 1,Ukraine,Capelli Sport Stadion,EM-kvalifikationskamp,Kvinder,U19-landshold,834,2023-04-08
08-04-2023,6 - 3,Tjekkiet,Stade de l'Idonniére,International turnering,Herrer,U16-landshold,359,2023-04-08
08-05-1973,0 - 2,Vesttyskland,Randers Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,4500,1973-05-08
08-05-1985,1 - 3,Vesttyskland,Ikast Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,700,1985-05-08
08-05-1985,4 - 1,DDR,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,19500,1985-05-08
08-05-1988,2 - 0,England,MCH Arena,EM-kvalifikationskamp,Kvinder,A-Landshold,1200,1988-05-08
08-05-1989,1 - 4,Frankrig,Vejle Stadion,EM-slutrunde,Herrer,U17-landshold,1000,1989-05-08
08-05-1991,1 - 1,Rumænien,NA,EM-slutrunde,Herrer,U17-landshold,300,1991-05-08
08-05-1991,3 - 1,Norge,Ishøj Stadion,Testkamp,Kvinder,U21-landshold,0,1991-05-08
08-05-1994,0 - 1,Tyrkiet,NA,EM-slutrunde,Herrer,U17-landshold,2500,1994-05-08
08-05-1995,0 - 0,Norge,NA,Internordisk turnering,Kvinder,U17-landshold,0,1995-05-08
08-05-2001,1 - 0,Ungarn,NA,Piestany Cup,Herrer,U19-landshold,300,2001-05-08
08-05-2008,4 - 0,Portugal,Fão Stadium,EM-kvalifikationskamp,Kvinder,A-Landshold,335,2008-05-08
08-05-2014,3 - 1,Serbien,Vejle Stadion,VM-kvalifikationskamp,Kvinder,A-Landshold,0,2014-05-08
08-05-2018,0 - 1,Irland,St. George´s Park,EM-slutrunde,Herrer,U17-landshold,0,2018-05-08
08-05-2019,0 - 1,Portugal,Albena Stadium,EM-slutrunde,Kvinder,U17-landshold,100,2019-05-08
08-05-2023,2 - 5,Tyskland,SSV Vorsfelde,Testkamp,Herrer,U18-landshold,765,2023-05-08
08-06-1984,1 - 1,Bulgarien,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,22100,1984-06-08
08-06-1986,6 - 1,Uruguay,Neza 86,VM-slutrunde,Herrer,A-Landshold,23000,1986-06-08
08-06-1987,2 - 0,Island,NA,EM-kvalifikationskamp,Herrer,U19-landshold,500,1987-06-08
08-06-1995,0 - 2,USA,Gävle Stadion,VM-slutrunde,Kvinder,A-Landshold,2704,1995-06-08
08-06-1997,2 - 0,Bosnien-Hercegovina,Parken,VM-kvalifikationskamp,Herrer,A-Landshold,41592,1997-06-08
08-06-1997,5 - 0,Bosnien-Hercegovina,Køge Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,1468,1997-06-08
08-06-1999,2 - 1,Wales,NA,EM/OL-kvalifikation,Herrer,U21-landshold,881,1999-06-08
08-06-2005,2 - 1,England,Ewood Park,EM-slutrunde,Kvinder,A-Landshold,14695,2005-06-08
08-06-2005,3 - 1,Albanien,Parken,VM-kvalifikationskamp,Herrer,A-Landshold,26366,2005-06-08
08-06-2015,2 - 1,Montenegro,Viborg Stadion,Testkamp,Herrer,A-Landshold,9180,2015-06-08
08-06-2017,0 - 1,Grækenland,Slagelse Stadion,Testkamp,Herrer,U18-landshold,483,2017-06-08
08-06-2018,5 - 1,Ukraine,Arena Lviv,VM-kvalifikationskamp,Kvinder,A-Landshold,0,2018-06-08
08-06-2021,1 - 2,Argentina,Marbella Football Center,Testkamp,Herrer,U20-landshold,76,2021-06-08
08-06-2024,3 - 1,Norge,Brøndby Stadion,Testkamp,Herrer,A-Landshold,23390,2024-06-08
08-07-1946,2 - 0,Norge,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,40000,1946-07-08
08-07-1968,1 - 2,Sverige,NA,Internordisk turnering,Herrer,U19-landshold,0,1968-07-08
08-07-1978,2 - 0,Norge,Brande Stadion,NM,Kvinder,A-Landshold,200,1978-07-08
08-07-1979,4 - 2,Norge,Bislett Stadion,NM,Kvinder,A-Landshold,957,1979-07-08
08-07-2002,2 - 2,Sverige,NA,Nordic Cup,Kvinder,U17-landshold,0,2002-07-08
08-07-2006,2 - 1,Island,Ny Karleby Stadion,Nordic Cup,Kvinder,U17-landshold,85,2006-07-08
08-07-2010,0 - 1,Holland,Birkerød Stadion,Nordic Cup,Kvinder,U16-landshold,400,2010-07-08
08-07-2012,1 - 0,Portugal,World of Wonders Football Centre,EM-slutrunde,Kvinder,U19-landshold,0,2012-07-08
08-07-2018,4 - 3,Sverige,Briskeby Gressbane,Open Nordic Cup,Kvinder,U16-landshold,0,2018-07-08
08-07-2019,4 - 0,Finland,Lövängen IP,Open Nordic Cup,Kvinder,U16-landshold,151,2019-07-08
08-07-2022,0 - 4,Tyskland,Brentford Community Stadium,EM-slutrunde,Kvinder,A-Landshold,15746,2022-07-08
08-08-1972,1 - 1,Norge,NA,International turnering,Herrer,U19-landshold,0,1972-08-08
08-08-1976,3 - 2,Finland,NA,Internordisk turnering,Herrer,U17-landshold,0,1976-08-08
08-08-1979,5 - 3,Island,NA,Internordisk turnering,Herrer,U17-landshold,0,1979-08-08
08-08-1980,5 - 2,Finland,NA,Internordisk turnering,Herrer,U17-landshold,0,1980-08-08
08-08-1987,1 - 2,England,Wembley,Testkamp,Herrer,U17-landshold,30000,1987-08-08
08-08-1989,1 - 2,England,NA,Internordisk turnering,Herrer,U17-landshold,0,1989-08-08
08-08-1991,0 - 1,Island,NA,Internordisk turnering,Herrer,U17-landshold,0,1991-08-08
08-08-1991,4 - 3,Norge,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1991-08-08
08-08-1992,3 - 2,Norge,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1992-08-08
08-08-1993,2 - 0,Wales,NA,Internordisk turnering,Herrer,U17-landshold,100,1993-08-08
08-08-1997,0 - 1,Finland,Korsør Stadion,Open Nordic Cup,Kvinder,U21-landshold,0,1997-08-08
08-08-1997,1 - 2,England,NA,Internordisk turnering,Herrer,U17-landshold,0,1997-08-08
08-08-1998,2 - 3,Sverige,NA,Internordisk turnering,Herrer,U17-landshold,0,1998-08-08
08-08-1999,4 - 3,Island,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1999-08-08
08-08-2004,3 - 0,Island,NA,Internordisk turnering,Herrer,U17-landshold,0,2004-08-08
08-08-2010,5 - 3,Norge,NA,Internordisk turnering,Herrer,U17-landshold,94,2010-08-08
08-08-2013,3 - 0,Norge,Fart Stadion,Uofficiel landskamp,Herrer,U17-landshold,208,2013-08-08
08-08-2023,1 - 0,Finland,Kimpinen Stadium,Internordisk turnering,Herrer,U17-landshold,1450,2023-08-08
08-09-1970,3 - 0,Holland,NA,International turnering,Herrer,U19-landshold,0,1970-09-08
08-09-1971,0 - 0,Finland,Københavns Idrætspark,NM,Herrer,A-Landshold,14000,1971-09-08
08-09-1971,1 - 2,Finland,NA,NM,Herrer,U21-landshold,730,1971-09-08
08-09-1972,0 - 4,Sovjetunionen,Rosenau Stadion,OL-slutrunde,Herrer,A-Landshold,3000,1972-09-08
08-09-1992,1 - 2,Polen,NA,Testkamp,Herrer,U21-landshold,300,1992-09-08
08-09-1993,0 - 1,Albanien,NA,EM-kvalifikationskamp,Herrer,U21-landshold,300,1993-09-08
08-09-1993,1 - 0,Albanien,Qemal Stafa,VM-kvalifikationskamp,Herrer,A-Landshold,8000,1993-09-08
08-09-1999,1 - 3,Italien,Simonetta Lamberti Stadion,EM/OL-kvalifikation,Herrer,U21-landshold,2500,1999-09-08
08-09-1999,3 - 2,Italien,Sao Paolo Stadion,EM-kvalifikationskamp,Herrer,A-Landshold,48919,1999-09-08
08-09-2000,1 - 4,Polen,NA,Syrenka Cup,Herrer,U17-landshold,0,2000-09-08
08-09-2001,4 - 0,Schweiz,Odense Stadion,VM-kvalifikationskamp,Kvinder,A-Landshold,534,2001-09-08
08-09-2002,0 - 2,Belgien,NA,Syrenka Cup,Herrer,U17-landshold,0,2002-09-08
08-09-2004,2 - 3,Frankrig,Slagelse Stadion,Testkamp,Kvinder,A-Landshold,2687,2004-09-08
08-09-2004,3 - 3,Schweiz,NA,Testkamp,Kvinder,U19-landshold,420,2004-09-08
08-09-2005,1 - 1,Skotland,Firhill Stadium,Testkamp,Herrer,U19-landshold,100,2005-09-08
08-09-2007,0 - 0,Sverige,Råsunda,EM-kvalifikationskamp,Herrer,A-Landshold,33082,2007-09-08
08-09-2009,2 - 3,Skotland,Ainslie Park,Testkamp,Kvinder,U19-landshold,534,2009-09-08
08-09-2009,3 - 0,Sverige,Ränneborg,Testkamp,Herrer,U19-landshold,1617,2009-09-08
08-09-2012,0 - 0,Tjekkiet,Parken,VM-kvalifikationskamp,Herrer,A-Landshold,24004,2012-09-08
08-09-2012,1 - 0,Norge,Vinåvallen,International turnering,Herrer,U19-landshold,130,2012-09-08
08-09-2013,1 - 1,Schweiz,Stade De Coppet,Testkamp,Herrer,U18-landshold,157,2013-09-08
08-09-2015,3 - 0,Italien,Federal Centre Sa Rodia,Testkamp,Kvinder,U17-landshold,256,2015-09-08
08-09-2015,3 - 1,Ukraine,Obolon Arena,Testkamp,Herrer,U21-landshold,3780,2015-09-08
08-09-2016,1 - 0,Montenegro,Nykøbing F. Idrætspark,Testkamp,Herrer,U17-landshold,431,2016-09-08
08-09-2017,5 - 1,Litauen,Alytus Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2017-09-08
08-09-2019,0 - 0,Georgien,Boris Paichadze National Stadium,EM-kvalifikationskamp,Herrer,A-Landshold,21456,2019-09-08
08-09-2020,0 - 0,England,Parken,UEFA Nations League,Herrer,A-Landshold,0,2020-09-08
08-09-2020,1 - 0,Nordirland,Ballymena Showgrounds,EM-kvalifikationskamp,Herrer,U21-landshold,0,2020-09-08
08-09-2023,2 - 2,Frankrig,Gladsaxe Stadion,Testkamp,Herrer,U20-landshold,567,2023-09-08
08-10-1916,0 - 4,Sverige,Råsunda,Testkamp,Herrer,A-Landshold,18000,1916-10-08
08-10-1933,2 - 0,Finland,Københavns Idrætspark,NM,Herrer,A-Landshold,24000,1933-10-08
08-10-1958,3 - 3,Holland,Ceres Park,Testkamp,Herrer,U21-landshold,6700,1958-10-08
08-10-1977,1 - 2,Holland,Aalborg Stadion,Testkamp,Herrer,U21-landshold,750,1977-10-08
08-10-1980,3 - 1,Norge,NA,EM-kvalifikationskamp,Herrer,U19-landshold,400,1980-10-08
08-10-1983,2 - 2,Belgien,Heysel II,EM-kvalifikationskamp,Kvinder,A-Landshold,700,1983-10-08
08-10-1985,1 - 1,Schweiz,Hvidovre Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,3000,1985-10-08
08-10-1985,4 - 1,Schweiz,Hvidovre Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,3000,1985-10-08
08-10-1991,1 - 1,Østrig,NA,EM/OL-kvalifikation,Herrer,U21-landshold,0,1991-10-08
08-10-1996,1 - 3,Grækenland,Brøndby Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,400,1996-10-08
08-10-1998,0 - 1,Holland,NA,International turnering,Herrer,U19-landshold,0,1998-10-08
08-10-1999,1 - 4,England,NA,Testkamp,Herrer,U21-landshold,15220,1999-10-08
08-10-2004,2 - 1,Albanien,Besa Stadium,EM-kvalifikationskamp,Herrer,U21-landshold,0,2004-10-08
08-10-2005,1 - 0,Grækenland,Parken,VM-kvalifikationskamp,Herrer,A-Landshold,42099,2005-10-08
08-10-2005,2 - 0,Liechtenstein,Rheinpark Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,600,2005-10-08
08-10-2006,5 - 0,Serbien,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,43,2006-10-08
08-10-2010,1 - 3,Portugal,Estádio do Dragão,EM-kvalifikationskamp,Herrer,A-Landshold,27000,2010-10-08
08-10-2013,2 - 0,Liechtenstein,National Team Complex,EM-kvalifikationskamp,Herrer,U19-landshold,101,2013-10-08
08-10-2013,2 - 0,Østrig,Nykøbing F. Idrætspark,Testkamp,Herrer,U16-landshold,1150,2013-10-08
08-10-2015,0 - 1,Portugal,Braga Municipal,EM-kvalifikationskamp,Herrer,A-Landshold,29860,2015-10-08
08-10-2015,1 - 3,Ungarn,Vildbjerg Stadion,Testkamp,Herrer,U16-landshold,212,2015-10-08
08-10-2016,2 - 3,Polen,Stadion Narodowy,VM-kvalifikationskamp,Herrer,A-Landshold,56811,2016-10-08
08-10-2017,1 - 1,Rumænien,Parken,VM-kvalifikationskamp,Herrer,A-Landshold,36084,2017-10-08
08-10-2017,5 - 1,Rumænien,Østerbro Stadion,Testkamp,Herrer,U19-landshold,1237,2017-10-08
08-10-2019,0 - 0,Ungarn,Arslan Zeki Demirci Spor Kompleksi,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2019-10-08
08-10-2019,2 - 0,Georgien,NA,EM-kvalifikationskamp,Kvinder,A-Landshold,0,2019-10-08
08-10-2019,2 - 2,Schweiz,Stade Eugène Parlier,Testkamp,Herrer,U18-landshold,378,2019-10-08
08-10-2019,3 - 4,Marokko,Changshu Sports Center,International turnering,Herrer,Futsallandsholdet,410,2019-10-08
08-10-2020,3 - 1,Polen,Municipal Stadium them. Sebastiana Karpiniuka,Testkamp,Herrer,U19-landshold,231,2020-10-08
08-10-2021,0 - 1,Kroatien,NA,International turnering,Herrer,U18-landshold,33,2021-10-08
08-10-2022,4 - 0,Slovenien,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2022-10-08
08-11-1987,1 - 2,England,NA,EM-kvalifikationskamp,Kvinder,A-Landshold,700,1987-11-08
08-11-2000,2 - 0,Skotland,Nakskov Idrætspark,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2000-11-08
08-11-2007,2 - 4,Sverige,Viborg Stadion,OL-kvalifikationskamp,Kvinder,A-Landshold,4011,2007-11-08
08-11-2008,0 - 4,Nordkorea,Westpac Stadium,VM-slutrunde,Kvinder,U17-landshold,3280,2008-11-08
08-11-2015,4 - 5,Grønland,NA,Testkamp,Herrer,Futsallandsholdet,2000,2015-11-08
08-11-2017,0 - 3,Tyskland,SPAR NORD ARENA,Testkamp,Kvinder,U16-landshold,340,2017-11-08
08-11-2017,2 - 1,Letland,Kunfin,EM-kvalifikationskamp,Herrer,U19-landshold,51,2017-11-08
08-11-2020,2 - 0,San Marino,Spar Nord Arena,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2020-11-08
08-11-2022,0 - 6,Finland,Ceres Arena,VM-kvalifikationskamp,Herrer,Futsallandsholdet,373,2022-11-08
08-11-2023,0 - 6,Tyskland,Sønderborg Stadion,Testkamp,Kvinder,U16-landshold,512,2023-11-08
08-12-1962,3 - 1,Malta,Ta'Qali National Stadium,EM-kvalifikationskamp,Herrer,A-Landshold,6987,1962-12-08
08-12-1990,1 - 0,Holland,NA,EM-kvalifikationskamp,Kvinder,A-Landshold,3500,1990-12-08
08-12-1992,2 - 1,Tyskland,NA,Testkamp,Herrer,U19-landshold,0,1992-12-08
08-12-1993,1 - 2,Frankrig,NA,Testkamp,Herrer,U19-landshold,7000,1993-12-08
08-12-2011,4 - 0,Chile,Estádio Municipal Paulo Machado de Carvalho (Pacaembu),Int. tour. City of São Paulo,Kvinder,A-Landshold,514,2011-12-08
08-12-2017,2 - 2,Grønland,Stjørdalshallen,Nordic Futsal Cup,Herrer,Futsallandsholdet,0,2017-12-08
08-12-2018,1 - 3,Finland,Ringkøbing-Skjern Kulturcenter,Nordic Futsal Cup,Herrer,Futsallandsholdet,0,2018-12-08
09-02-1986,1 - 1,Qatar,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1986-02-09
09-02-1990,5 - 0,Forende Arabiske Emirater,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1990-02-09
09-02-1994,1 - 4,Frankrig,NA,Testkamp,Herrer,U17-landshold,0,1994-02-09
09-02-1996,2 - 2,Rumænien,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1996-02-09
09-02-1996,3 - 1,Sydkorea,NA,Testkamp,Herrer,U21-landshold,0,1996-02-09
09-02-1999,0 - 0,Kroatien,NA,Testkamp,Herrer,U21-landshold,250,1999-02-09
09-02-2002,0 - 0,Holland,NA,Algarve Cup,Herrer,U17-landshold,300,2002-02-09
09-02-2005,1 - 2,Grækenland,G. Karaiskaki,VM-kvalifikationskamp,Herrer,A-Landshold,33000,2005-02-09
09-02-2006,0 - 0,Rumænien,Estàdio Municipal,International turnering,Herrer,U18-landshold,200,2006-02-09
09-02-2011,1 - 2,England,Parken,Testkamp,Herrer,A-Landshold,25235,2011-02-09
09-02-2014,3 - 3,Belgien,St. George´s Park,UEFA turnering,Herrer,U16-landshold,95,2014-02-09
09-03-1993,3 - 3,Norge,NA,Open Nordic Cup,Kvinder,A-Landshold,200,1993-03-09
09-03-1994,0 - 1,England,Wembley,Testkamp,Herrer,A-Landshold,71790,1994-03-09
09-03-2005,0 - 0,Norge,La Manga,International turnering,Kvinder,U19-landshold,0,2005-03-09
09-03-2005,4 - 1,Finland,Estadio Da Nora,Algarve Cup,Kvinder,A-Landshold,150,2005-03-09
09-03-2006,2 - 2,Frankrig,Estádio de S. Luís,Algarve Cup,Kvinder,A-Landshold,150,2006-03-09
09-03-2007,1 - 0,Norge,Estadio Da Nora,Algarve Cup,Kvinder,A-Landshold,173,2007-03-09
09-03-2009,1 - 1,Skotland,NA,International turnering,Kvinder,U19-landshold,25,2009-03-09
09-03-2009,2 - 0,Island,Estádio Dr. Fracisco Vieira,Algarve Cup,Kvinder,A-Landshold,115,2009-03-09
09-03-2011,0 - 0,Norge,Estadio Algarve,Algarve Cup,Kvinder,A-Landshold,46,2011-03-09
09-03-2013,1 - 0,Norge,La Manga,Testkamp,Kvinder,U19-landshold,50,2013-03-09
09-03-2013,2 - 1,Tyskland,Complex Op De Keiberg,EM-kvalifikationskamp,Kvinder,U17-landshold,206,2013-03-09
09-03-2015,0 - 1,England,La Manga,Testkamp,Kvinder,U19-landshold,35,2015-03-09
09-03-2015,2 - 2,Portugal,Estadio Municipal,Algarve Cup,Kvinder,A-Landshold,83,2015-03-09
09-03-2016,3 - 1,Portugal,Estadio Municipal da Bela Vista,Algarve Cup,Kvinder,A-Landshold,0,2016-03-09
09-03-2016,3 - 2,Frankrig,Sportpark Duinwetering,Testkamp,Herrer,U16-landshold,186,2016-03-09
09-04-1972,2 - 5,Vesttyskland,NA,EM-kvalifikationskamp,Herrer,U19-landshold,0,1972-04-09
09-04-1986,0 - 3,Bulgarien,Vasilij Levski,Testkamp,Herrer,A-Landshold,48500,1986-04-09
09-04-1991,1 - 1,Bulgarien,Odense Stadion,Testkamp,Herrer,A-Landshold,4004,1991-04-09
09-04-1991,1 - 3,Østrig,NA,Testkamp,Herrer,U17-landshold,200,1991-04-09
09-04-1992,0 - 1,Italien,Aalborg Stadion,EM-slutrunde,Herrer,U21-landshold,4400,1992-04-09
09-04-1993,4 - 0,Ukraine,NA,International turnering,Kvinder,U21-landshold,0,1993-04-09
09-04-1995,0 - 0,Slovenien,NA,International turnering,Herrer,U16-landshold,0,1995-04-09
09-04-1998,0 - 4,Ungarn,NA,Testkamp,Herrer,U16-landshold,0,1998-04-09
09-04-2001,1 - 1,Holland,Elst Stadion,Testkamp,Kvinder,A-Landshold,0,2001-04-09
09-04-2001,3 - 2,Schweiz,Stadio Comunale,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2001-04-09
09-04-2009,2 - 4,Tjekkiet,Estadio Municipal Vila Meá,International turnering,Herrer,U19-landshold,375,2009-04-09
09-04-2013,3 - 0,Ukraine,Falkirk Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2013-04-09
09-04-2015,0 - 0,Rumænien,Dan Paltinisanu Stadium,Testkamp,Herrer,U18-landshold,214,2015-04-09
09-04-2015,1 - 0,Holland,Sportpark Marsana,EM-kvalifikationskamp,Kvinder,U19-landshold,781,2015-04-09
09-04-2016,2 - 1,England,Loughborough University,UEFA turnering,Kvinder,U16-landshold,0,2016-04-09
09-04-2017,0 - 5,Kasakhstan,Almaty Arena,EM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2017-04-09
09-04-2018,1 - 0,Ukraine,Viborg Stadion,VM-kvalifikationskamp,Kvinder,A-Landshold,5475,2018-04-09
09-04-2019,0 - 3,Norge,Jessheim Stadion,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2019-04-09
09-04-2022,2 - 2,Norge,Utleirahallen,VM-kvalifikationskamp,Herrer,Futsallandsholdet,0,2022-04-09
09-04-2022,5 - 1,Polen,Borås Arena,EM-kvalifikationskamp,Kvinder,U19-landshold,60,2022-04-09
09-04-2023,2 - 0,Island,Helsingør Stadion,Testkamp,Kvinder,U23-landshold,354,2023-04-09
09-04-2024,0 - 2,Spanien,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,47,2024-04-09
09-04-2024,4 - 2,Belgien,Viborg Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,1660,2024-04-09
09-05-1975,1 - 1,Luxembourg,NA,EM-slutrunde,Herrer,U19-landshold,0,1975-05-09
09-05-1979,2 - 2,Sverige,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,30900,1979-05-09
09-05-1992,0 - 2,Italien,NA,EM-slutrunde,Herrer,U17-landshold,200,1992-05-09
09-05-1995,1 - 2,Sverige,NA,Internordisk turnering,Kvinder,U17-landshold,0,1995-05-09
09-05-1997,2 - 4,Norge,Vejle Stadion,Internordisk turnering,Kvinder,U17-landshold,0,1997-05-09
09-05-2002,2 - 0,Norge,NA,Internordisk turnering,Kvinder,U17-landshold,0,2002-05-09
09-05-2003,2 - 0,Ungarn,NA,EM-slutrunde,Herrer,U17-landshold,1700,2003-05-09
09-05-2008,0 - 2,Sverige,Övrevi IP,International turnering,Kvinder,U16-landshold,418,2008-05-09
09-05-2011,1 - 0,Frankrig,Karadjordje,EM-slutrunde,Herrer,U17-landshold,0,2011-05-09
09-05-2016,1 - 0,Sverige,Baku Olympic Stadium,EM-slutrunde,Herrer,U17-landshold,130,2016-05-09
09-05-2022,1 - 1,Holland,FF BH Football Training Centre,EM-slutrunde,Kvinder,U17-landshold,100,2022-05-09
09-06-1965,1 - 0,Finland,NA,Testkamp,Herrer,U21-landshold,1600,1965-06-09
09-06-1965,1 - 2,Finland,Tammela Stadion,Testkamp,Herrer,B-Landshold,2150,1965-06-09
09-06-1965,3 - 1,Finland,Københavns Idrætspark,NM,Herrer,A-Landshold,33400,1965-06-09
09-06-1971,1 - 0,Skotland,Københavns Idrætspark,EM-kvalifikationskamp,Herrer,A-Landshold,36700,1971-06-09
09-06-1991,1 - 1,Norge,NA,Testkamp,Kvinder,U17-landshold,0,1991-06-09
09-06-1996,1 - 1,Portugal,Hillsborough,EM-slutrunde,Herrer,A-Landshold,34993,1996-06-09
09-06-1999,2 - 0,Wales,Anfield Road,EM-kvalifikationskamp,Herrer,A-Landshold,10956,1999-06-09
09-06-2002,2 - 1,Sverige,Ballerup Idrætspark,VM-kvalifikationskamp,Kvinder,A-Landshold,2126,2002-06-09
09-06-2009,0 - 4,Italien U/23-landshold,Farum Park,Uofficiel landskamp,Herrer,U21-landshold,1570,2009-06-09
09-06-2012,1 - 0,Holland,Metalist Stadium,EM-slutrunde,Herrer,A-Landshold,35923,2012-06-09
09-06-2013,0 - 1,Portugal,Municipal,EM-kvalifikationskamp,Herrer,U19-landshold,3500,2013-06-09
09-06-2018,2 - 0,Mexico,Brøndby Stadion,Testkamp,Herrer,A-Landshold,16376,2018-06-09
09-07-1976,1 - 0,Finland,NA,NM,Kvinder,A-Landshold,0,1976-07-09
09-07-1977,0 - 1,Sverige,Mariehamns Idrætsplads,NM,Kvinder,A-Landshold,449,1977-07-09
09-07-1978,0 - 1,Sverige,Vejle Stadion,NM,Kvinder,A-Landshold,700,1978-07-09
09-07-2000,4 - 2,Holland,NA,Nordic Cup,Kvinder,U17-landshold,0,2000-07-09
09-07-2005,4 - 0,Sverige,NA,Nordic Cup,Kvinder,U17-landshold,50,2005-07-09
09-07-2011,2 - 2,Norge,Vaajakosken Liikuntapuisto,Open Nordic Cup,Kvinder,U16-landshold,104,2011-07-09
09-07-2012,1 - 1,Tyskland,Coop-banen,Nordic Cup,Kvinder,U16-landshold,409,2012-07-09
